id,date,title,classification,handling,pubdate,publisher,original_sentence,base_text,is_redacted,redaction_category
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"Oorgoha Island

                                                     18 December 1943

                          Population

Civilians                                             96



Guards                                                23



Carabinieri



Sailors



Soldiers                                               3



Prisoners



                                     Total            180



                     Poplation Breakdow



Men                                                  106



Women                                                 33



Children



                                      Total            180



Above figures do not include American military personnel.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```Oorgoha Island

                                                     18 December 1943

                          Population

Civilians                                             96



Guards                                                23



Carabinieri



Sailors



Soldiers                                               3



Prisoners



                                     Total            180



                     Poplation Breakdow



Men                                                  106



Women                                                 33



Children



                                      Total            180



Above figures do not include American military personnel.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs,Foreign Government Data,U.S. Foreign Relations,Security Infrastructure Vulnerabilities. </s>",True,"and it is classified under the category Military Affairs,Foreign Government Data,U.S. Foreign Relations,Security Infrastructure Vulnerabilities"
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"REPRF UCED AT TE NATVONAL ARCHIVES



'I



 Ii;I~ 4~~-T\A~Avu'~ ~-7 / -

I-

Gdrgona Island

                                                 18 December 1943

     Equipment taken over by American personnel:

Military:

     7 Light 1hchine guns: 2 Breda- 5 Fiat; both types cal.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```REPRF UCED AT TE NATVONAL ARCHIVES



'I



 Ii;I~ 4~~-T\A~Avu'~ ~-7 / -

I-

Gdrgona Island

                                                 18 December 1943

     Equipment taken over by American personnel:

Military:

     7 Light 1hchine guns: 2 Breda- 5 Fiat; both types cal.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs,U.S. Foreign Relations,National Security Science and Technology. </s>",True,"and it is classified under the category Military Affairs,U.S. Foreign Relations,National Security Science and Technology"
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,".8

     9 Rifles, cal  7.35

    61 Rifles, cal.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```.8

     9 Rifles, cal  7.35

    61 Rifles, cal.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs. </s>",True,and it is classified under the category Military Affairs
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"6.5

     5 Pistols, cal.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```6.5

     5 Pistols, cal.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs. </s>",True,and it is classified under the category Military Affairs
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"95

     Hand Grenadesv

          72 mo del 40

          62 model 35

     Amunition: Caliber .8

          M.G.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```95

     Hand Grenadesv

          72 mo del 40

          62 model 35

     Amunition: Caliber .8

          M.G.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs,Weapons of Mass Destruction. </s>",True,"and it is classified under the category Military Affairs,Weapons of Mass Destruction"
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"rounds in Cases                           15000

          38 boxes M.G.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```rounds in Cases                           15000

          38 boxes M.G.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs,Weapons of Mass Destruction. </s>",True,"and it is classified under the category Military Affairs,Weapons of Mass Destruction"
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,rounds for Breda I.G.,<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```rounds for Breda I.G.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs. </s>,True,and it is classified under the category Military Affairs
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"-11$400

           5 boxes M.G.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```-11$400

           5 boxes M.G.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs. </s>",True,and it is classified under the category Military Affairs
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,rounds for Fiat LM.,<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```rounds for Fiat LM.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs. </s>,True,and it is classified under the category Military Affairs
2010090102536,1943-12-18,Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.,,,2008-07-01,DEPARTMENT OF DEFENSE,"1500

                                           Total         27i900



     Ammunition:   Caliber 6.5

          Rifle rounds                                   13,950



     Miscellaneous:

          37 bayonets

           7 daggers

           1 tool chest

           2 Spare parts kits

           1 Belt loading machine (Breda)

          11 Helmets

          79 rounds caliber 9,5 (for pistol)

          24 ammunition belts

          22 shoulder belts

           9 Fiat L.M.G.","<s>[INSTRUCTION] Please assist in identifying sensitive text that requires redaction in the document titled Data on the residents living on the Italian island of Gorgona. Also included is a list of equipment taken over on that island by American personnel. The Office of Strategic Services (OSS) Operational Group (OG) maintains outposts on Gorgona to: observe enemy coastal shipping; furnish weather reports; administer the prison and civilian population on that island; provide early warning for U.S. Air Force units stationed on the island of Corsica.. The specific sentence under consideration is ```1500

                                           Total         27i900



     Ammunition:   Caliber 6.5

          Rifle rounds                                   13,950



     Miscellaneous:

          37 bayonets

           7 daggers

           1 tool chest

           2 Spare parts kits

           1 Belt loading machine (Breda)

          11 Helmets

          79 rounds caliber 9,5 (for pistol)

          24 ammunition belts

          22 shoulder belts

           9 Fiat L.M.G.```. Is this redactable or not?. [/INSTRUCTION] Yes. It's Redactable and it is classified under the category Military Affairs,Weapons of Mass Destruction. </s>",True,"and it is classified under the category Military Affairs,Weapons of Mass Destruction"
